"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","vacations","work_regularity","workLoad","mean_attendance","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
"291",291,43,"No","Travel_Frequently","Research & Development",26,1,"Life Sciences","Male",1,"Laboratory Technician","Married",135490,3,11,2,7,3,2,2,2,25,"irregular","normal",7.09783898305085,3,3,4,4,3
"292",292,34,"No","Travel_Rarely","Research & Development",2,5,"Technical Degree","Male",2,"Healthcare Representative","Single",49990,3,12,2,10,2,5,4,3,18,"chronic_irregular","normal",6.40802469135802,4,3,2,3,3
"293",293,23,"No","Travel_Rarely","Sales",13,3,"Marketing","Male",5,"Sales Executive","Married",42210,1,11,1,5,4,4,0,2,30,"regular","normal",7.80320346320346,3,3,2,1,4
"294",294,39,"No","Travel_Rarely","Sales",2,4,"Marketing","Female",4,"Healthcare Representative","Married",138720,9,12,3,12,3,8,3,6,20,"chronic_irregular","normal",6.2955601659751,2,3,3,2,1
"295",295,56,"No","Travel_Rarely","Research & Development",2,4,"Medical","Male",1,"Manager","Married",20420,7,12,0,30,6,10,1,1,28,"irregular","normal",7.13613733905579,3,3,3,4,2
"296",296,40,"No","Travel_Rarely","Sales",9,3,"Marketing","Male",2,"Research Scientist","Single",20730,0,14,0,5,3,4,2,3,27,"regular","heavily_worked",8.7982905982906,3,3,4,4,2
"297",297,27,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences","Female",1,"Laboratory Technician","Single",29560,8,13,0,9,6,7,0,7,17,"regular","normal",7.50065573770492,3,3,4,1,1
"298",298,29,"No","Travel_Rarely","Sales",20,3,"Marketing","Female",2,"Manager","Divorced",29260,1,15,1,2,3,2,2,2,32,"irregular","normal",7.08344978165939,2,3,4,2,3
"299",299,53,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences","Female",3,"Laboratory Technician","Single",48090,2,18,0,19,2,2,2,2,34,"chronic_irregular","normal",6.2763436123348,3,3,4,4,3
"300",300,35,"No","Non-Travel","Research & Development",5,1,"Medical","Male",1,"Healthcare Representative","Divorced",51630,2,18,2,16,4,1,0,0,30,"irregular","normal",7.09839826839827,3,3,4,1,4
"301",301,32,"No","Travel_Frequently","Sales",4,4,"Life Sciences","Male",2,"Sales Executive","Married",188440,1,19,0,10,3,10,4,7,34,"regular","normal",7.80550660792952,1,3,NA,4,3
"302",302,38,"No","Travel_Rarely","Sales",10,3,"Medical","Male",4,"Laboratory Technician","Married",181720,6,12,2,6,5,1,0,1,24,"regular","severe_workload",10.9025738396624,3,3,4,3,1
"303",303,34,"No","Travel_Rarely","Research & Development",20,3,"Medical","Female",3,"Laboratory Technician","Divorced",57440,3,19,1,7,4,0,0,0,23,"chronic_irregular","normal",6.19235294117647,2,3,2,1,3
"304",304,52,"No","Travel_Rarely","Sales",21,5,"Technical Degree","Male",3,"Manager","Married",28890,1,11,1,34,2,34,1,16,31,"chronic_irregular","normal",5.99452173913043,3,3,3,1,4
"305",305,33,"Yes","Travel_Rarely","Research & Development",1,2,"Medical","Male",3,"Laboratory Technician","Single",28710,1,17,3,10,2,10,7,8,23,"regular","severe_workload",10.05,3,3,4,4,2
"306",306,25,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences","Male",2,"Research Scientist","Single",74840,1,15,0,6,3,6,1,4,29,"regular","normal",7.67784482758621,3,3,3,4,2
"307",307,45,"No","Travel_Rarely","Sales",2,3,"Life Sciences","Male",3,"Healthcare Representative","Single",60740,0,14,0,9,2,8,3,1,26,"chronic_irregular","normal",5.97902127659574,3,3,2,3,3
"308",308,23,"No","Travel_Rarely","Research & Development",23,1,"Life Sciences","Female",2,"Research Scientist","Single",173280,1,17,1,2,2,2,0,2,29,"regular","normal",7.97849137931034,1,3,1,3,3
"309",309,47,"Yes","Travel_Frequently","Research & Development",4,3,"Life Sciences","Male",1,"Research Director","Single",27740,4,13,1,NA,2,5,1,3,29,"regular","severe_workload",10.0083189655172,3,3,2,3,3
"310",310,34,"No","Travel_Rarely","Research & Development",12,3,"Technical Degree","Male",1,"Research Scientist","Single",45050,1,12,0,6,3,6,1,4,17,"regular","normal",7.78323770491803,3,3,4,4,3
"311",311,55,"Yes","Travel_Rarely","Human Resources",7,3,"Human Resources","Male",4,"Laboratory Technician","Married",74280,5,12,0,24,2,5,1,4,22,"regular","normal",7.97861924686192,3,3,4,1,3
"312",312,36,"No","Non-Travel","Research & Development",7,2,"Life Sciences","Male",5,"Sales Executive","Single",116310,1,18,1,10,2,10,0,9,29,"regular","normal",7.40353448275862,1,3,1,1,3
"313",313,52,"No","Non-Travel","Research & Development",1,4,"Life Sciences","Male",5,"Sales Executive","Married",97380,0,18,2,5,2,4,1,2,19,"regular","normal",7.21256198347107,3,3,4,4,3
"314",314,26,"No","Travel_Frequently","Research & Development",2,2,"Life Sciences","Male",1,"Manufacturing Director","Divorced",28350,3,11,1,5,2,2,2,0,29,"irregular","normal",7.08150862068966,3,3,1,NA,3
"315",315,29,"No","Travel_Rarely","Research & Development",10,2,"Medical","Male",3,"Manufacturing Director","Married",169590,4,14,3,11,5,8,1,1,21,"chronic_irregular","normal",6.29325,3,3,2,3,2
"316",316,26,"Yes","Travel_Rarely","Research & Development",15,2,"Life Sciences","Male",2,"Laboratory Technician","Single",26130,6,19,1,6,2,4,1,2,31,"chronic_irregular","normal",6.19230434782609,3,3,4,1,2
"317",317,34,"No","Travel_Rarely","Research & Development",14,4,"Technical Degree","Male",2,"Manufacturing Director","Single",61460,2,12,0,10,3,4,1,3,22,"chronic_irregular","normal",6.20280334728033,3,3,2,4,3
"318",318,54,"No","Travel_Rarely","Research & Development",18,4,"Medical","Female",2,"Laboratory Technician","Divorced",49630,9,15,1,9,2,5,1,4,17,"regular","heavily_worked",8.91008196721311,3,3,4,1,3
"319",319,27,"No","Travel_Frequently","Research & Development",13,2,"Life Sciences","Female",4,"Research Scientist","Married",195370,0,12,0,5,5,4,1,1,23,"chronic_irregular","normal",6.80983193277311,3,3,3,4,3
"320",320,37,"No","Travel_Rarely","Sales",2,4,"Technical Degree","Male",2,"Manufacturing Director","Divorced",61720,0,11,0,6,1,5,4,3,18,"regular","severe_workload",9.45522633744856,3,3,4,1,2
"321",321,38,"No","Travel_Frequently","Sales",2,4,"Life Sciences","Female",2,"Research Scientist","Single",23680,6,11,1,17,3,15,4,12,19,"regular","severe_workload",10.8107851239669,3,3,1,1,3
"322",322,34,"No","Travel_Rarely","Sales",2,3,"Marketing","Male",1,"Sales Representative","Single",103120,1,12,0,6,2,6,1,3,30,"irregular","normal",6.92402597402597,3,3,3,1,3
"323",323,35,"No","Travel_Rarely","Research & Development",5,4,"Medical","Male",3,"Manager","Married",16750,1,16,0,3,6,3,0,2,17,"regular","normal",7.79954918032787,2,3,1,4,2
"324",324,30,"No","Travel_Rarely","Research & Development",20,3,"Medical","Male",1,"Laboratory Technician","Married",25230,3,13,1,7,2,2,0,2,33,"irregular","normal",7.16868421052632,3,3,4,3,3
"325",325,40,"No","Travel_Frequently","Research & Development",10,4,"Medical","Male",2,"Manufacturing Director","Married",65670,1,13,1,8,3,8,3,7,18,"chronic_irregular","normal",6.45325102880658,4,3,3,2,3
"326",326,34,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences","Male",3,"Healthcare Representative","Married",47390,5,24,2,6,2,3,1,2,32,"regular","normal",7.93624454148472,3,4,3,1,3
"327",327,42,"No","Travel_Frequently","Research & Development",9,4,"Medical","Male",1,"Manufacturing Director","Divorced",92080,1,15,1,24,2,24,14,9,19,"regular","normal",7.82264462809917,4,3,2,4,2
"328",328,23,"Yes","Travel_Rarely","Sales",2,3,"Medical","Female",4,"Manufacturing Director","Married",45590,1,18,1,1,2,0,0,0,24,"regular","normal",7.97502109704641,2,3,3,1,3
"329",329,24,"No","Non-Travel","Sales",1,5,"Marketing","Female",1,"Manufacturing Director","Divorced",81890,1,14,1,1,3,1,0,0,20,"chronic_irregular","normal",6.81526970954357,3,3,3,2,3
"330",330,52,"No","Travel_Rarely","Research & Development",29,3,"Life Sciences","Male",2,"Manufacturing Director","Married",29420,8,11,1,9,1,5,1,4,24,"chronic_irregular","normal",6.07354430379747,2,3,4,3,3
"331",331,50,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences","Male",2,"Sales Executive","Married",49410,5,11,1,30,3,4,0,3,25,"chronic_irregular","normal",6.41021186440678,1,3,3,3,3
"332",332,29,"Yes","Travel_Rarely","Sales",2,4,"Marketing","Female",4,"Research Scientist","Married",106500,1,13,2,1,2,1,0,0,13,"regular","severe_workload",10.6954838709677,4,3,2,1,3
"333",333,33,"No","Travel_Rarely","Research & Development",3,4,"Life Sciences","Male",4,"Manufacturing Director","Married",59020,0,12,1,14,2,13,3,7,20,"irregular","normal",6.98522821576764,3,3,3,3,4
"334",334,33,"Yes","Travel_Rarely","Research & Development",23,5,"Life Sciences","Male",1,"Human Resources","Single",86390,5,16,2,6,3,3,0,2,19,"regular","normal",7.98710743801653,2,3,1,1,3
"335",335,47,"No","Travel_Rarely","Research & Development",6,4,"Other","Male",2,"Manager","Married",63470,1,14,0,26,2,26,3,0,23,"regular","severe_workload",9.46693277310924,4,3,3,4,2
"336",336,36,"No","Travel_Rarely","Sales",6,3,"Medical","Female",2,"Sales Executive","Married",42000,0,22,0,10,3,9,0,5,33,"regular","normal",7.71565789473684,3,4,3,2,3
"337",337,29,"No","Travel_Rarely","Research & Development",10,3,"Other","Male",1,"Research Scientist","Married",34520,1,11,0,10,3,10,0,7,28,"regular","normal",7.72605150214592,2,3,3,3,3
"338",338,58,"Yes","Travel_Rarely","Research & Development",24,3,"Other","Female",2,"Research Scientist","Single",43170,7,17,0,40,2,31,13,8,29,"regular","heavily_worked",8.89672413793103,3,3,4,2,3
"339",339,35,"No","Travel_Rarely","Sales",10,4,"Marketing","Female",1,"Research Scientist","Single",26320,3,13,3,7,3,2,2,2,24,"regular","normal",7.78101265822785,4,3,4,3,3
"340",340,42,"No","Travel_Rarely","Sales",15,1,"Marketing","Male",2,"Laboratory Technician","Married",46680,9,18,2,8,2,4,0,2,29,"regular","severe_workload",10.472025862069,3,3,4,4,3
"341",341,28,"Yes","Travel_Rarely","Research & Development",19,4,"Medical","Female",2,"Sales Executive","Single",32040,6,16,1,5,4,2,2,1,31,"chronic_irregular","normal",6.20265217391304,2,3,3,3,2
"342",342,36,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Healthcare Representative","Married",27200,4,14,1,8,3,5,0,4,33,"chronic_irregular","normal",6.62078947368421,3,3,3,2,3
"343",343,32,"No","Travel_Rarely","Research & Development",3,1,"Medical","Male",2,"Manufacturing Director","Married",171810,1,14,0,14,2,14,6,8,30,"regular","normal",7.99281385281385,2,3,3,3,3
"344",344,40,"No","Travel_Frequently","Sales",9,3,"Marketing","Male",3,"Manufacturing Director","Single",22380,NA,14,0,10,3,1,0,0,29,"chronic_irregular","normal",6.88568965517241,3,3,1,3,3
"345",345,30,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree","Male",2,"Research Director","Single",14830,5,13,0,12,3,0,0,0,16,"regular","severe_workload",9.37791836734694,3,3,3,4,2
"346",346,45,"No","Travel_Rarely","Research & Development",10,4,"Life Sciences","Male",1,"Research Director","Single",56050,1,12,2,1,2,1,0,0,30,"chronic_irregular","normal",6.61939393939394,3,3,2,3,3
"347",347,42,"No","Travel_Rarely","Research & Development",20,2,"Medical","Male",2,"Sales Representative","Married",72950,1,15,0,10,3,9,7,8,18,"regular","normal",7.5816049382716,3,3,2,2,2
"348",348,38,"No","Travel_Frequently","Sales",4,3,"Medical","Male",2,"Research Scientist","Divorced",23060,2,19,1,13,5,4,1,2,19,"regular","normal",7.59495867768595,3,3,1,1,2
"349",349,34,"No","Travel_Frequently","Research & Development",7,4,"Life Sciences","Male",3,"Laboratory Technician","Single",23480,1,14,1,6,3,5,1,3,26,"irregular","normal",6.87340425531915,3,3,3,4,3
"350",350,49,"Yes","Travel_Rarely","Sales",7,2,"Life Sciences","Female",2,"Healthcare Representative","Married",89980,1,14,2,9,2,9,7,7,30,"chronic_irregular","normal",6.28727272727273,4,3,3,4,4
"351",351,55,"Yes","Travel_Rarely","Human Resources",16,3,"Technical Degree","Male",4,"Manufacturing Director","Single",43190,4,11,0,12,3,9,7,3,33,"chronic_irregular","normal",6.37627192982456,4,3,3,4,2
"352",352,43,"No","Travel_Rarely","Research & Development",25,2,"Medical","Male",2,"Healthcare Representative","Married",61320,6,13,0,22,3,4,1,0,30,"regular","normal",7.33454545454545,2,3,2,1,3
"353",353,27,"No","Travel_Rarely","Sales",2,4,"Medical","Male",2,"Manager","Divorced",33460,1,21,1,9,2,9,0,8,27,"regular","severe_workload",10.4942307692308,2,4,3,4,3
"354",354,35,"No","Travel_Rarely","Research & Development",1,3,"Medical","Male",1,"Research Director","Single",108550,3,13,1,17,2,8,1,6,23,"irregular","normal",6.9946218487395,3,3,3,3,4
"355",355,28,"No","Travel_Rarely","Sales",1,2,"Technical Degree","Female",1,"Sales Executive","Married",22310,1,12,0,8,3,8,7,5,17,"regular","severe_workload",9.90934426229508,2,3,2,2,3
"356",356,34,"No","Travel_Rarely","Sales",2,5,"Life Sciences","Male",4,"Research Scientist","Married",23230,0,17,0,4,2,3,0,2,19,"chronic_irregular","normal",6.89214876033058,3,3,3,4,1
"357",357,26,"Yes","Travel_Frequently","Research & Development",22,4,"Other","Female",1,"Sales Executive","Married",20240,1,23,0,8,2,8,1,7,31,"regular","normal",7.99834782608696,3,4,3,3,3
"358",358,27,"No","Non-Travel","Sales",1,3,"Technical Degree","Female",1,"Sales Executive","Married",27130,1,11,0,0,2,0,0,0,16,"regular","normal",7.31114285714286,3,3,4,4,2
"359",359,51,"No","Travel_Rarely","Sales",16,3,"Medical","Male",3,"Research Scientist","Married",94390,2,15,3,29,0,20,4,17,30,"chronic_irregular","normal",6.11471861471861,3,3,1,3,2
"360",360,44,"No","Travel_Rarely","Sales",24,5,"Medical","Female",1,"Sales Executive","Single",25660,9,11,1,10,3,5,2,3,22,"chronic_irregular","normal",6.31786610878661,3,3,4,2,2
"361",361,25,"No","Travel_Rarely","Research & Development",17,3,"Medical","Male",1,"Laboratory Technician","Single",199260,7,11,3,6,5,4,0,1,23,"chronic_irregular","normal",6.41617647058824,4,3,1,1,2
"362",362,33,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences","Male",3,"Laboratory Technician","Divorced",24510,1,13,1,9,3,9,0,8,20,"chronic_irregular","normal",6.01954356846473,2,3,1,1,3
"363",363,35,"No","Travel_Rarely","Sales",6,4,"Medical","Female",2,"Manager","Single",94190,1,24,1,6,5,6,1,1,30,"irregular","normal",6.90311688311688,2,4,3,1,2
"364",364,36,"No","Travel_Rarely","Sales",10,4,"Marketing","Male",3,"Manager","Married",86860,1,13,0,18,2,18,4,11,26,"regular","severe_workload",9.70408510638298,3,3,2,4,2
"365",365,32,"No","Travel_Rarely","Research & Development",3,4,"Medical","Female",4,"Sales Executive","Divorced",30380,2,20,0,8,3,5,0,3,27,"regular","normal",7.78965811965812,3,4,2,4,2
"366",366,30,"No","Travel_Frequently","Research & Development",4,5,"Medical","Male",5,"Sales Representative","Divorced",30580,9,14,1,10,2,5,0,3,31,"chronic_irregular","normal",6.41182608695652,3,3,2,4,2
"367",367,53,"No","Travel_Rarely","Sales",6,3,"Marketing","Male",4,"Sales Executive","Married",23250,7,18,1,35,1,5,0,4,16,"regular","severe_workload",10.3910204081633,4,3,1,4,3
"368",368,45,"No","Travel_Rarely","Research & Development",1,5,"Technical Degree","Male",2,"Healthcare Representative","Divorced",20880,4,15,3,18,2,5,0,2,24,"regular","normal",8.52400843881857,3,3,4,1,3
"369",369,32,"No","Travel_Rarely","Sales",10,3,"Marketing","Female",1,"Human Resources","Married",30720,5,12,0,9,4,5,1,3,19,"chronic_irregular","normal",6.58657024793388,1,3,3,3,2
"370",370,52,"No","Travel_Frequently","Research & Development",1,1,"Life Sciences","Male",2,"Laboratory Technician","Married",50060,3,16,1,31,2,9,0,0,27,"regular","normal",7.5865811965812,3,3,3,4,3
"371",371,37,"No","Travel_Rarely","Sales",24,2,"Life Sciences","Female",4,"Laboratory Technician","Divorced",42570,4,15,0,9,2,1,0,0,20,"chronic_irregular","normal",6.10460580912863,3,3,4,3,3
"372",372,28,"No","Travel_Rarely","Research & Development",21,4,"Life Sciences","Female",1,"Healthcare Representative","Divorced",25000,1,16,2,6,3,5,0,4,34,"chronic_irregular","normal",6.29180616740088,3,3,2,4,3
"373",373,22,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",1,"Sales Representative","Married",11020,6,19,0,4,3,2,2,2,29,"chronic_irregular","normal",6.48258620689655,2,3,4,4,1
"374",374,44,"No","Travel_Rarely","Research & Development",22,3,"Medical","Female",1,"Laboratory Technician","Married",104530,2,11,1,10,2,3,0,2,20,"regular","severe_workload",10.98377593361,3,3,1,4,2
"375",375,42,"No","Travel_Frequently","Sales",13,4,"Life Sciences","Female",2,"Laboratory Technician","Single",22880,5,16,1,8,4,2,2,2,31,"regular","normal",8.00895652173913,2,3,2,4,3
"376",376,36,"No","Travel_Rarely","Research & Development",14,3,"Other","Male",2,"Research Scientist","Married",39290,0,24,0,6,6,5,0,3,19,"regular","normal",7.59111570247934,2,4,1,1,3
"377",377,25,"No","Travel_Rarely","Sales",11,3,"Life Sciences","Female",1,"Laboratory Technician","Married",23110,1,11,1,5,2,5,0,3,18,"regular","severe_workload",10.4098765432099,3,3,3,1,3
"378",378,35,"No","Travel_Rarely","Research & Development",9,2,"Life Sciences","Female",1,"Healthcare Representative","Married",31400,1,13,1,17,2,17,5,15,32,"regular","heavily_worked",8.79541484716157,2,3,4,3,3
"379",379,35,"Yes","Travel_Frequently","Sales",8,2,"Marketing","Female",1,"Laboratory Technician","Divorced",36900,1,13,1,10,2,10,7,8,30,"regular","severe_workload",10.0003896103896,4,3,4,2,2
"380",380,32,"No","Non-Travel","Research & Development",21,3,"Life Sciences","Male",1,"Sales Executive","Divorced",44500,0,13,0,4,3,3,0,2,32,"regular","normal",7.88541484716157,3,3,4,4,3
"381",381,25,"No","Travel_Rarely","Sales",5,3,"Marketing","Female",4,"Research Scientist","Married",27560,1,12,2,5,2,5,0,3,24,"regular","normal",7.7953164556962,3,3,3,1,4
"382",382,49,"No","Travel_Rarely","Sales",9,3,"Technical Degree","Female",2,"Sales Representative","Married",190330,2,18,1,7,5,4,0,2,20,"regular","normal",7.4696265560166,3,3,3,1,3
"383",383,24,"No","Non-Travel","Research & Development",2,5,"Technical Degree","Male",2,"Healthcare Representative","Married",187220,0,22,1,6,3,5,3,4,31,"regular","normal",7.56095652173913,3,4,1,4,2
"384",384,32,"No","Travel_Frequently","Research & Development",12,5,"Medical","Male",1,"Research Scientist","Married",95470,1,13,1,10,3,10,5,3,26,"chronic_irregular","normal",6.81455319148936,2,3,2,2,3
"385",385,38,"No","Travel_Rarely","Sales",22,2,"Medical","Male",1,"Sales Executive","Married",137340,0,13,0,3,3,2,1,2,25,"irregular","normal",6.98783898305085,4,3,2,2,3
"386",386,42,"No","Travel_Rarely","Research & Development",18,1,"Technical Degree","Female",2,"Research Scientist","Married",199990,2,23,1,17,6,5,1,3,22,"regular","severe_workload",9.6147280334728,3,4,3,4,2
"387",387,31,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences","Female",3,"Sales Executive","Married",22790,3,12,1,8,3,6,0,2,21,"regular","severe_workload",10.0982083333333,3,3,4,4,3
"388",388,29,"Yes","Travel_Rarely","Sales",3,3,"Marketing","Male",3,"Laboratory Technician","Divorced",59160,6,12,0,5,2,3,0,2,19,"regular","severe_workload",9.3945041322314,3,3,2,3,3
"389",389,53,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences","Male",1,"Sales Representative","Married",20890,5,16,0,28,2,2,2,2,28,"chronic_irregular","normal",6.36622317596566,2,3,1,4,3
"390",390,35,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",3,"Healthcare Representative","Married",167920,3,12,1,16,3,13,4,8,25,"irregular","normal",7.10495762711864,4,3,4,2,3
"391",391,37,"No","Travel_Frequently","Research & Development",13,4,"Life Sciences","Female",3,"Human Resources","Married",35640,5,11,0,10,1,5,0,0,26,"regular","normal",7.40885106382979,1,3,3,4,3
"392",392,53,"No","Travel_Rarely","Research & Development",1,1,"Medical","Male",1,"Sales Executive","Single",44250,6,22,1,33,2,12,3,8,17,"chronic_irregular","normal",6.66954918032787,4,4,4,4,3
"393",393,43,"No","Travel_Frequently","Research & Development",1,3,"Medical","Male",1,"Laboratory Technician","Married",52650,4,11,1,12,4,5,2,2,27,"regular","normal",7.58594017094017,3,3,4,4,2
"394",394,47,"No","Travel_Rarely","Sales",15,4,"Marketing","Female",3,"Research Director","Married",65530,0,15,0,8,2,7,7,7,17,"regular","severe_workload",10.6826639344262,3,3,3,4,3
"395",395,37,"No","Non-Travel","Research & Development",1,5,"Medical","Female",2,"Research Scientist","Single",62610,1,12,0,10,1,10,0,9,24,"regular","normal",8.30932489451477,3,3,1,2,3
"396",396,50,"No","Non-Travel","Research & Development",17,3,"Medical","Female",1,"Laboratory Technician","Divorced",42980,1,20,1,31,6,31,14,7,33,"chronic_irregular","normal",6.61254385964912,3,4,1,1,3
"397",397,39,"No","Travel_Rarely","Research & Development",1,3,"Other","Female",3,"Human Resources","Married",68040,8,14,1,13,3,5,0,4,16,"chronic_irregular","normal",6.88248979591837,2,3,4,4,3
"398",398,33,"No","Travel_Rarely","Sales",7,3,"Life Sciences","Male",2,"Manufacturing Director","Divorced",38150,3,11,1,7,3,4,0,3,26,"regular","severe_workload",9.41642553191489,3,3,4,2,4
"399",399,32,"Yes","Travel_Rarely","Research & Development",9,1,"Medical","Female",1,"Laboratory Technician","Single",27410,1,15,1,1,5,1,0,1,14,"regular","severe_workload",10.0248987854251,2,3,1,4,1
"400",400,29,"No","Travel_Rarely","Research & Development",5,4,"Life Sciences","Female",4,"Healthcare Representative","Divorced",66730,6,12,1,8,2,4,0,3,24,"chronic_irregular","normal",6.45244725738397,4,3,1,4,3
"401",401,44,"No","Travel_Rarely","Research & Development",26,2,"Life Sciences","Male",2,"Manufacturing Director","Married",76390,1,14,0,8,6,8,7,1,22,"regular","severe_workload",9.77405857740586,3,3,2,1,3
"402",402,28,"No","Travel_Rarely","Sales",24,5,"Life Sciences","Female",1,"Research Scientist","Single",23280,1,11,2,4,3,4,0,2,34,"chronic_irregular","normal",6.41678414096916,3,3,1,4,3
"403",403,58,"Yes","Travel_Frequently","Sales",9,2,"Technical Degree","Male",1,"Sales Executive","Divorced",21530,9,11,0,3,3,1,0,0,17,"regular","severe_workload",10.5001639344262,3,3,4,4,2
"404",404,43,"No","Travel_Rarely","Sales",7,4,"Marketing","Male",2,"Sales Executive","Divorced",48760,4,16,2,4,4,1,0,0,20,"chronic_irregular","normal",6.57784232365145,3,3,1,2,4
"405",405,20,"Yes","Travel_Rarely","Research & Development",11,3,"Medical","Male",2,"Sales Executive","Single",93960,1,12,0,2,6,2,0,2,27,"irregular","normal",7.1057264957265,1,3,3,3,2
"406",406,21,"Yes","Travel_Rarely","Research & Development",1,3,"Medical","Male",2,"Sales Executive","Single",104000,1,13,1,1,2,1,0,0,16,"regular","normal",7.87832653061225,3,3,NA,4,2
"407",407,36,"No","Travel_Rarely","Research & Development",26,4,"Medical","Male",1,"Laboratory Technician","Married",84740,0,14,0,17,3,16,4,11,17,"regular","severe_workload",10.2977868852459,3,3,3,4,2
"408",408,47,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Manufacturing Director","Single",99810,1,21,1,3,3,3,1,2,24,"regular","normal",8.48561181434599,3,4,4,4,2
"409",409,22,"Yes","Travel_Rarely","Research & Development",15,4,"Life Sciences","Female",1,"Laboratory Technician","Married",124900,0,13,0,4,3,3,0,2,20,"regular","severe_workload",9.80253112033195,3,3,2,3,4
"410",410,41,"Yes","Travel_Rarely","Research & Development",23,3,"Life Sciences","Female",2,"Sales Executive","Divorced",26570,4,11,0,10,3,7,1,0,30,"regular","severe_workload",10.4103463203463,4,3,2,4,2
"411",411,28,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences","Female",3,"Manager","Divorced",135910,5,20,1,6,2,2,2,2,25,"regular","normal",7.67707627118644,3,4,3,3,3
"412",412,39,"Yes","Travel_Rarely","Research & Development",10,4,"Life Sciences","Female",4,"Human Resources","Married",66960,7,11,0,8,3,2,2,2,22,"regular","severe_workload",10.6662343096234,3,3,4,1,1
"413",413,27,"No","Travel_Rarely","Research & Development",1,3,"Medical","Male",1,"Research Scientist","Single",20580,1,14,1,1,5,1,0,0,22,"regular","normal",7.68029288702929,3,3,2,3,3
"414",414,34,"No","Travel_Rarely","Research & Development",12,2,"Technical Degree","Male",2,"Human Resources","Divorced",88650,1,11,1,1,0,1,1,0,15,"regular","normal",7.72260162601626,3,3,2,2,3
"415",415,42,"No","Travel_Rarely","Sales",11,1,"Technical Degree","Male",2,"Human Resources","Single",59400,7,16,0,10,2,5,0,3,33,"irregular","normal",6.87798245614035,2,3,3,3,3
"416",416,33,"No","Travel_Rarely","Sales",2,3,"Marketing","Female",1,"Sales Executive","Single",59140,3,16,1,6,4,3,0,2,23,"regular","severe_workload",10.5484453781513,3,3,3,1,3
"417",417,58,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences","Male",1,"Research Scientist","Divorced",26220,2,23,0,24,3,6,0,4,22,"regular","normal",8.32004184100418,3,4,3,2,3
"418",418,31,"No","Travel_Rarely","Sales",1,3,"Life Sciences","Female",1,"Sales Representative","Married",121850,3,14,0,13,2,7,5,2,18,"chronic_irregular","normal",6.08168724279835,3,3,2,3,4
"419",419,35,"No","Travel_Rarely","Research & Development",2,1,"Life Sciences","Male",3,"Healthcare Representative","Married",106090,1,22,0,10,3,10,0,7,23,"regular","severe_workload",10.3807142857143,3,4,4,4,1
"420",420,49,"No","Travel_Rarely","Research & Development",25,2,"Life Sciences","Female",2,"Sales Executive","Married",43450,4,15,0,29,3,26,1,7,29,"irregular","normal",6.99150862068965,2,3,1,2,2
"421",421,48,"No","Travel_Rarely","Research & Development",1,4,"Medical","Male",1,"Research Scientist","Married",21770,4,18,0,13,4,0,0,0,22,"chronic_irregular","normal",6.69874476987448,3,3,4,3,2
"422",422,31,"No","Non-Travel","Research & Development",1,2,"Technical Degree","Female",2,"Sales Executive","Married",27930,1,16,0,9,4,9,0,0,17,"irregular","normal",7.08323770491803,3,3,4,3,2
"423",423,36,"No","Travel_Rarely","Human Resources",2,4,"Technical Degree","Male",1,"Sales Executive","Single",79180,2,12,2,8,3,6,0,1,22,"chronic_irregular","normal",6.50359832635983,2,3,2,4,3
"424",424,38,"No","Travel_Rarely","Sales",6,3,"Other","Male",2,"Sales Executive","Married",87890,1,11,3,15,4,15,5,11,17,"irregular","normal",7.0822131147541,3,3,4,1,3
"425",425,32,"No","Non-Travel","Sales",18,3,"Marketing","Male",1,"Laboratory Technician","Married",23890,6,12,1,5,4,3,0,2,19,"irregular","normal",7.08280991735537,2,3,3,2,3
"426",426,25,"Yes","Travel_Rarely","Research & Development",1,2,"Life Sciences","Male",1,"Sales Executive","Married",32120,1,15,1,1,3,1,0,0,28,"regular","heavily_worked",8.90270386266094,2,3,3,2,3
"427",427,40,"No","Travel_Rarely","Research & Development",1,4,"Medical","Male",2,"Research Scientist","Divorced",192320,2,14,1,11,3,1,0,0,35,"chronic_irregular","normal",6.06601769911504,3,3,1,2,2
