"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","vacations","mean_attendance","work_regularity","workLoad","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"552","552",28,"0","Travel_Rarely","Human Resources",1,"3","Human Resources","Female","4","Laboratory Technician","Divorced",67810,1,15,"1",10,2,9,1,7,12,6.89675105485232,"1","0","4","2","2","3","3"
"553","553",46,"0","Travel_Rarely","Research & Development",6,"4","Medical","Male","3","Sales Executive","Married",21740,4,11,"1",23,3,12,4,9,11,6.39878151260504,"2","0","1","3","3","3","3"
"554","554",38,"0","Travel_Rarely","Research & Development",7,"4","Medical","Male","1","Sales Executive","Single",66530,8,20,"1",10,2,1,0,0,17,7.38995689655172,"1","0","4","2","3","3","4"
"555","555",43,"0","Travel_Frequently","Research & Development",5,"3","Medical","Female","2","Laboratory Technician","Married",96990,9,19,"1",18,3,8,0,1,5,7.11979508196721,"1","0","3","1","3","3","3"
"556","556",39,"1","Travel_Frequently","Sales",1,"3","Marketing","Male","2","Healthcare Representative","Divorced",67550,8,14,"1",21,2,18,11,5,16,7.19957081545064,"1","0","1","4","3","3","3"
"557","557",40,"0","Travel_Rarely","Research & Development",1,"1","Life Sciences","Male","1","Healthcare Representative","Single",22130,2,17,"0",21,4,20,4,9,6,5.98358024691358,"2","0","3","3","4","3","3"
"558","558",21,"0","Travel_Rarely","Research & Development",1,"4","Life Sciences","Female","1","Research Scientist","Single",26100,2,11,"1",2,3,2,2,2,13,10.5185169491525,"0","2","4","2","4","2","3"
"559","559",39,"0","Non-Travel","Research & Development",6,"3","Life Sciences","Male","1","Laboratory Technician","Single",28510,10,15,"0",9,2,5,0,3,16,6.19527896995708,"2","0","3","2","2","3","3"
"560","560",36,"0","Non-Travel","Research & Development",1,"3","Medical","Male","3","Sales Representative","Single",34520,3,13,"3",18,4,11,0,9,19,7.19569565217391,"1","0","1","4","3","4","3"
"561","561",31,"0","Travel_Frequently","Research & Development",7,"3","Life Sciences","Male","1","Sales Executive","Married",52580,1,14,"3",3,5,2,2,2,21,6.60605263157895,"2","0","3","4","3","3","3"
"562","562",28,"0","Travel_Rarely","Sales",2,"4","Marketing","Male","1","Sales Executive","Married",93550,1,11,"0",6,4,5,0,4,21,7.48421052631579,"0","0","1","2","1","3","3"
"563","563",35,"0","Travel_Frequently","Research & Development",9,"2","Other","Female","1","Manufacturing Director","Divorced",104960,2,13,"1",5,2,5,0,2,20,6.59620087336245,"2","0","4","4","3","3","3"
"564","564",49,"0","Travel_Rarely","Sales",2,"2","Medical","Female","1","Sales Executive","Married",63800,7,23,"1",22,1,9,2,3,19,7.17204347826087,"1","0","4","2","3","2","4"
"565","565",34,"0","Travel_Frequently","Sales",9,"1","Technical Degree","Male","2","Sales Executive","Single",26570,3,13,"1",5,3,3,0,2,19,8.02617391304348,"0","0","4","3","2","2","3"
"566","566",29,"0","Travel_Frequently","Research & Development",1,"4","Medical","Male","3","Research Scientist","Divorced",27160,1,18,"0",8,2,7,1,1,17,7.10258620689655,"1","0","4","2","2","1","3"
"567","567",42,"0","Travel_Rarely","Sales",21,"2","Life Sciences","Female","1","Healthcare Representative","Single",22010,5,12,"1",16,3,1,0,0,3,7.20231707317073,"1","0","2","4","3","4","3"
"568","568",29,"0","Travel_Rarely","Sales",4,"2","Other","Female","2","Healthcare Representative","Married",65400,2,22,"0",10,2,10,1,2,4,10.8984489795918,"0","2","2","4","2","1","4"
"569","569",38,"0","Travel_Rarely","Research & Development",1,"3","Medical","Female","1","Human Resources","Married",38160,2,13,"2",7,2,7,5,0,23,6.52362831858407,"2","0","3","3","4","2","3"
"570","570",28,"0","Travel_Frequently","Sales",6,"4","Life Sciences","Male","1","Manager","Divorced",52530,2,15,"0",3,2,3,0,2,13,10.6846186440678,"0","2","3","3","3","3","3"
"571","571",18,"1","Non-Travel","Research & Development",2,"4","Medical","Male","3","Laboratory Technician","Single",109650,2,18,"0",0,5,0,0,0,15,6.9932905982906,"1","0","3","3","3","4","3"
"572","572",33,"1","Travel_Rarely","Research & Development",3,"2","Life Sciences","Male","1","Sales Executive","Single",49360,1,14,"0",6,2,5,0,3,15,8.98380341880342,"0","2","1","1","3","2","3"
"573","573",41,"0","Travel_Rarely","Research & Development",4,"2","Medical","Male","2","Research Scientist","Married",25430,4,12,"0",6,3,1,0,0,11,8.12415966386555,"0","0","2","4","3","3","3"
"574","574",31,"1","Travel_Frequently","Sales",10,"3","Technical Degree","Female","1","Research Director","Married",53040,2,17,"0",2,3,2,2,2,18,7.12969696969697,"1","0","3","3","2","4","3"
"575","575",37,"0","Travel_Rarely","Research & Development",23,"3","Life Sciences","Male","3","Manufacturing Director","Divorced",166590,8,16,"1",3,2,6,1,3,5,8.00200819672131,"0","0","3","4","3","3","3"
"576","576",27,"0","Travel_Rarely","Research & Development",6,"2","Medical","Female","1","Healthcare Representative","Married",42600,2,11,"2",4,2,4,2,2,16,7.41515021459227,"0","0","4","3","3","3","3"
"577","577",34,"0","Travel_Rarely","Sales",1,"1","Marketing","Female","2","Laboratory Technician","Married",24760,2,19,"0",6,2,6,1,3,19,7.08673913043478,"1","0","2","3","2","3","3"
"578","578",35,"0","Travel_Rarely","Research & Development",6,"3","Life Sciences","Female","3","Laboratory Technician","Single",31020,2,13,"1",6,3,5,1,4,7,6.80210743801653,"1","0","3","3","1","2","3"
"579","579",29,"1","Travel_Rarely","Research & Development",6,"3","Life Sciences","Male","1","Sales Executive","Married",22440,2,12,"3",11,5,11,3,10,10,6.79297071129707,"1","0","4","1","1","1","3"
"580","580",40,"0","Travel_Frequently","Research & Development",2,"4","Medical","Male","4","Human Resources","Single",75960,10,11,"0",20,0,18,2,13,15,6.71418803418803,"1","0","2","3","2","1","3"
"581","581",42,"1","Travel_Frequently","Sales",2,"4","Life Sciences","Male","1","Laboratory Technician","Single",22850,1,16,"0",22,3,21,13,14,18,8.01852813852814,"0","0","3","1","2","1","3"
"582","582",42,"0","Travel_Rarely","Research & Development",1,"2","Life Sciences","Male","4","Laboratory Technician","Single",30340,8,21,"1",9,3,6,1,5,18,7.69480519480519,"0","0","2","1","4","2","4"
"583","583",35,"0","Travel_Rarely","Research & Development",5,"3","Medical","Male","1","Healthcare Representative","Married",57150,7,24,"2",10,0,8,1,7,22,7.06519823788546,"1","0","4","3","3","3","4"
"584","584",24,"0","Travel_Rarely","Sales",7,"4","Life Sciences","Female","1","Laboratory Technician","Single",25760,9,17,"3",6,3,4,1,2,21,7.90811403508772,"0","0","4","2","3","3","3"
"585","585",28,"1","Travel_Rarely","Research & Development",15,"4","Life Sciences","Male","2","Sales Executive","Married",41970,2,13,"0",1,3,1,0,0,11,10.2908403361345,"0","2","3","4","2","1","3"
"586","586",26,"0","Travel_Rarely","Research & Development",1,"4","Life Sciences","Male","2","Sales Representative","Married",143360,2,21,"1",8,3,8,0,7,6,7.52115226337449,"0","0","1","4","3","3","4"
"588","588",40,"0","Travel_Frequently","Research & Development",26,"4","Life Sciences","Male","2","Research Scientist","Married",194060,4,20,"3",16,2,1,0,0,8,10.5160580912863,"0","2","3","4","1","3","4"
"589","589",35,"0","Travel_Rarely","Research & Development",18,"5","Medical","Female","2","Research Scientist","Divorced",65380,3,16,"1",15,3,7,6,4,12,6.89839662447257,"1","0","3","2","4","3","3"
"590","590",34,"0","Travel_Frequently","Research & Development",6,"2","Life Sciences","Male","1","Research Director","Single",43060,1,11,"0",14,2,13,4,9,6,7.49275720164609,"0","0","4","1","3","3","3"
"591","591",35,"0","Travel_Frequently","Research & Development",3,"3","Medical","Female","2","Laboratory Technician","Married",22580,2,11,"1",2,2,2,2,2,9,7.98633333333333,"0","0","4","4","4","3","3"
"592","592",43,"1","Travel_Rarely","Sales",5,"3","Marketing","Female","3","Research Scientist","Single",45220,9,15,"1",7,3,4,1,3,7,7.51004132231405,"0","0","1","3","2","3","3"
"593","593",32,"0","Non-Travel","Research & Development",11,"2","Other","Female","2","Research Scientist","Divorced",44870,2,11,"0",1,5,1,0,0,21,6.5946052631579,"2","0","3","1","3","2","3"
"594","594",56,"0","Travel_Rarely","Research & Development",3,"2","Other","Male","2","Healthcare Representative","Divorced",44490,5,15,"0",28,3,5,4,2,23,6.28238938053097,"2","0","4","1","3","1","3"
"595","595",29,"0","Travel_Rarely","Research & Development",26,"1","Life Sciences","Male","1","Laboratory Technician","Married",22180,2,24,"1",10,1,10,0,8,11,7.46878151260504,"0","0","2","4","3","3","4"
"596","596",19,"0","Travel_Rarely","Research & Development",23,"4","Life Sciences","Male","2","Laboratory Technician","Single",191970,2,12,"0",1,2,1,0,0,10,7.28510460251046,"1","0","3","1","3","3","3"
"597","597",45,"0","Travel_Rarely","Research & Development",22,"3","Life Sciences","Female","2","Sales Representative","Married",132120,5,13,"0",7,4,3,0,2,5,8.7977868852459,"0","2","1","3","2","3","3"
"598","598",37,"0","Travel_Rarely","Research & Development",14,"4","Life Sciences","Male","3","Research Scientist","Married",65770,2,13,"0",14,1,14,3,11,6,6.77518518518518,"1","0","4","4","2","1","3"
"599","599",20,"0","Travel_Rarely","Research & Development",6,"3","Medical","Male","5","Research Director","Single",83920,2,17,"0",2,5,2,1,2,15,6.69957264957265,"1","0","1","3","2","3","3"
"600","600",44,"1","Travel_Rarely","Human Resources",6,"2","Human Resources","Male","3","Sales Executive","Single",45580,2,13,"1",6,2,6,0,2,18,10.4024675324675,"0","2","3","3","3","1","3"
"601","601",53,"0","Travel_Rarely","Research & Development",6,"4","Life Sciences","Male","1","Research Director","Divorced",40310,4,12,"1",26,3,7,4,7,6,5.99650205761317,"2","0","4","3","3","2","3"
"602","602",29,"0","Travel_Rarely","Research & Development",23,"3","Medical","Male","1","Sales Executive","Married",79690,1,14,"0",6,3,5,1,3,12,8.89476793248945,"0","2","2","4","2","3","3"
"603","603",22,"1","Travel_Frequently","Research & Development",22,"4","Medical","Male","1","Sales Representative","Married",26540,1,24,"0",1,5,0,0,0,12,9.87839662447257,"0","2","3","4","3","2","4"
"604","604",46,"0","Travel_Rarely","Research & Development",2,"3","Life Sciences","Male","2","Research Scientist","Married",165550,9,14,"2",28,4,26,15,9,13,5.99334745762712,"2","0","3","1","3","3","3"
"605","605",44,"0","Non-Travel","Research & Development",20,"3","Life Sciences","Male","1","Sales Representative","Single",45560,3,13,"0",6,4,0,0,0,17,6.17086206896552,"2","0","4","3","3","3","3"
"606","606",33,"0","Travel_Rarely","Research & Development",28,"4","Life Sciences","Female","1","Manager","Married",60910,2,15,"0",5,6,5,1,4,12,7.8204641350211,"0","0","2","3","3","1","3"
"607","607",41,"1","Non-Travel","Research & Development",12,"3","Life Sciences","Male","2","Sales Representative","Divorced",195660,7,16,"0",5,2,1,0,0,9,7.1815,"1","0","1","1","1","4","3"
"608","608",30,"0","Travel_Rarely","Sales",20,"3","Marketing","Male","3","Sales Executive","Divorced",48100,9,18,"0",8,3,4,0,3,15,7.49423076923077,"0","0","3","1","3","2","3"
"609","609",40,"0","Travel_Frequently","Sales",9,"3","Medical","Male","1","Manufacturing Director","Married",45230,6,16,"1",5,5,0,0,0,23,6.79185840707965,"1","0","2","2","3","4","3"
"611","611",28,"0","Travel_Rarely","Research & Development",6,"3","Technical Degree","Male","2","Research Scientist","Married",23510,2,16,"0",6,4,6,3,3,23,7.1966814159292,"1","0","4","1","3","3","3"
"612","612",46,"0","Travel_Rarely","Research & Development",8,"4","Other","Male","3","Manager","Married",17020,6,21,"0",25,2,4,0,3,12,7.29016877637131,"1","0","4","2","3","3","4"
"613","613",35,"0","Travel_Rarely","Sales",4,"4","Marketing","Male","1","Laboratory Technician","Married",180410,4,20,"1",15,3,7,1,7,13,8.49834745762712,"0","1","3","1","3","2","4"
"614","614",24,"1","Travel_Rarely","Human Resources",28,"4","Human Resources","Male","3","Manufacturing Director","Married",28860,2,19,"1",1,5,1,0,0,22,6.56264317180617,"2","0","4","2","1","3","3"
"615","615",33,"0","Travel_Frequently","Research & Development",9,"2","Medical","Female","1","Sales Executive","Married",20970,2,14,"2",10,5,10,0,1,23,6.01774336283186,"2","0","2","3","2","2","3"
"616","616",36,"0","Travel_Rarely","Research & Development",9,"2","Medical","Male","2","Sales Executive","Divorced",119350,2,11,"3",7,6,7,1,7,20,6.58340611353712,"2","0","3","3","3","4","3"
"617","617",30,"0","Travel_Rarely","Sales",29,"3","Marketing","Male","1","Sales Executive","Divorced",25460,2,14,"1",10,2,10,8,9,7,6.00896694214876,"2","0","3","3","2","3","3"
"618","618",44,"0","Travel_Rarely","Research & Development",3,"4","Medical","Male","2","Research Scientist","Single",25640,2,12,"3",20,3,20,13,17,12,7.59054852320675,"0","0","4","4","3","1","3"
"619","619",20,"0","Travel_Rarely","Research & Development",18,"4","Medical","Male","1","Human Resources","Single",84120,2,13,"0",2,2,2,2,2,11,6.28100840336134,"2","0","3","4","3","2","3"
"620","620",46,"0","Travel_Rarely","Sales",9,"1","Medical","Female","1","Sales Executive","Divorced",141180,3,22,"0",12,3,6,1,4,19,6.21586956521739,"2","0","4","4","2","3","4"
"621","621",42,"0","Non-Travel","Research & Development",5,"4","Medical","Male","5","Sales Executive","Married",170460,8,11,"0",10,3,4,0,3,9,7.501625,"0","0","4","1","4","2","3"
"622","622",60,"0","Travel_Rarely","Sales",2,"2","Life Sciences","Male","2","Sales Executive","Divorced",25640,1,14,"1",12,3,11,1,9,10,8.61778242677824,"0","2","2","4","3","3","3"
"623","623",32,"0","Travel_Frequently","Sales",10,"3","Life Sciences","Female","1","Sales Executive","Married",102660,2,11,"0",2,3,2,2,2,14,7.26578723404255,"1","0","3","2","3","3","3"
"624","624",32,"0","Travel_Frequently","Research & Development",9,"3","Life Sciences","Female","2","Research Scientist","Single",50700,5,12,"1",10,6,8,0,7,15,8.39260683760684,"0","0","4","3","3","3","3"
"625","625",36,"0","Travel_Rarely","Sales",3,"2","Marketing","Male","4","Healthcare Representative","Divorced",178610,3,18,"0",17,2,7,7,7,11,8.0363025210084,"0","0","3","1","3","2","3"
"626","626",33,"0","Travel_Rarely","Sales",26,"2","Marketing","Male","1","Research Scientist","Married",42300,1,12,"0",15,0,14,4,10,15,6.0558547008547,"2","0","1","4","3","3","3"
"627","627",40,"0","Travel_Rarely","Research & Development",1,"3","Medical","Female","2","Research Scientist","Divorced",37800,8,12,"0",7,2,5,1,3,19,7.29113043478261,"1","0","2","2","4","1","3"
"628","628",25,"0","Travel_Rarely","Research & Development",6,"2","Medical","Female","1","Laboratory Technician","Single",27680,1,22,"1",5,0,4,1,1,5,8.01446721311475,"0","0","3","4","3","3","4"
"629","629",30,"0","Travel_Rarely","Sales",9,"3","Marketing","Female","1","Research Scientist","Married",90710,1,19,"1",12,2,11,5,7,11,9.18336134453781,"0","2","4","2","3","2","3"
"630","630",42,"0","Travel_Frequently","Human Resources",8,"2","Medical","Male","1","Sales Executive","Married",106480,4,13,"1",20,1,1,0,0,4,9.52877551020408,"0","2","1","1","3","3","3"
"631","631",35,"0","Non-Travel","Research & Development",1,"1","Life Sciences","Male","2","Sales Executive","Married",136100,5,22,"2",16,4,13,4,12,5,9.80766393442623,"0","2","3","4","2","2","4"
"632","632",27,"0","Travel_Rarely","Research & Development",7,"3","Life Sciences","Male","3","Manufacturing Director","Married",34080,2,24,"0",9,2,9,6,8,16,9.17609442060086,"0","2","1","1","2","3","4"
"633","633",54,"0","Travel_Frequently","Research & Development",9,"2","Medical","Male","2","Sales Representative","Divorced",29830,8,14,"1",33,2,5,1,4,10,6.31849372384937,"2","0","4","3","1","2","3"
"634","634",44,"0","Travel_Rarely","Human Resources",4,"4","Life Sciences","Male","5","Laboratory Technician","Married",76320,2,21,"0",10,3,10,7,7,15,6.00589743589744,"2","0","1","4","3","3","4"
"635","635",19,"1","Non-Travel","Sales",2,"2","Other","Male","3","Healthcare Representative","Single",98240,2,18,"0",1,2,1,0,0,13,8.38889830508475,"0","1","1","2","4","3","3"
"636","636",29,"0","Travel_Rarely","Research & Development",19,"4","Life Sciences","Male","1","Manufacturing Director","Divorced",99500,2,20,"0",3,3,3,1,2,19,7.37639130434783,"1","0","1","4","3","3","4"
"637","637",54,"0","Travel_Rarely","Research & Development",9,"4","Life Sciences","Male","2","Sales Executive","Married",20930,4,19,"0",36,2,10,0,9,5,7.67200819672131,"0","0","4","4","3","3","3"
"638","638",31,"0","Travel_Rarely","Research & Development",21,"3","Life Sciences","Male","2","Laboratory Technician","Married",99800,2,12,"0",6,1,6,0,1,9,8.59170833333333,"0","2","3","1","2","3","3"
"639","639",31,"0","Travel_Rarely","Sales",24,"1","Marketing","Female","1","Sales Executive","Single",38940,2,12,"0",10,3,10,1,8,13,7.27131355932203,"1","0","3","1","3","4","3"
"640","640",59,"0","Travel_Rarely","Research & Development",3,"4","Technical Degree","Male","1","Research Scientist","Single",40510,6,16,"3",13,3,6,0,5,9,7.37025,"0","0","3","4","3","3","3"
"641","641",43,"0","Travel_Rarely","Research & Development",11,"2","Life Sciences","Male","3","Laboratory Technician","Married",168350,4,17,"1",25,3,8,0,7,11,6.59306722689076,"2","0","3","4","3","3","3"
"642","642",49,"0","Travel_Rarely","Sales",14,"4","Life Sciences","Male","2","Research Scientist","Married",62300,3,14,"0",23,2,1,0,0,20,6.70174672489083,"1","0","1","3","4","2","3"
"643","643",36,"0","Travel_Frequently","Sales",5,"2","Marketing","Female","1","Laboratory Technician","Married",47170,2,19,"1",12,3,11,0,7,6,6.08658436213992,"2","0","3","2","2","3","3"
"644","644",48,"0","Travel_Rarely","Research & Development",1,"4","Life Sciences","Female","2","Laboratory Technician","Single",132370,6,13,"1",7,2,1,0,0,7,6.08561983471074,"2","0","4","2","2","4","3"
"645","645",27,"0","Travel_Rarely","Research & Development",6,"4","Life Sciences","Male","2","Laboratory Technician","Divorced",37550,2,19,"0",5,2,5,0,3,18,7.98415584415584,"0","0","1","3","3","3","3"
"646","646",29,"0","Travel_Rarely","Sales",17,"4","Medical","Male","1","Laboratory Technician","Divorced",65820,2,19,"1",6,3,6,1,0,4,8.79534693877551,"0","2","3","4","3","3","3"
"647","647",48,"0","Travel_Rarely","Sales",1,"1","Marketing","Male","2","Manufacturing Director","Single",74060,7,14,"2",25,2,1,0,0,8,6.1804979253112,"2","0","4","4","4","3","3"
"649","649",34,"0","Travel_Rarely","Sales",9,"4","Medical","Female","2","Laboratory Technician","Married",27410,1,15,"1",2,3,1,0,0,11,5.98399159663866,"2","0","3","3","2","3","3"
"650","650",44,"0","Travel_Rarely","Research & Development",4,"3","Life Sciences","Female","1","Laboratory Technician","Married",42620,8,18,"0",26,2,22,3,10,16,7.02283261802575,"1","0","2","2","3","3","3"
"651","651",33,"0","Travel_Rarely","Research & Development",8,"2","Life Sciences","Female","2","Research Scientist","Divorced",161840,1,13,"1",10,2,9,0,8,15,11.0312393162393,"0","2","4","3","3","4","3"
"652","652",19,"0","Travel_Rarely","Sales",2,"4","Marketing","Male","3","Laboratory Technician","Single",115570,2,22,"0",1,0,1,0,1,16,10.7835193133047,"0","2","2","4","3","3","4"
"653","653",23,"0","Travel_Rarely","Sales",2,"3","Medical","Male","3","Laboratory Technician","Married",18780,2,13,"1",1,2,1,0,1,22,7.48497797356828,"0","0","4","3","3","3","3"
"654","654",25,"1","Travel_Frequently","Research & Development",1,"1","Life Sciences","Male","1","Manufacturing Director","Single",109320,2,11,"1",1,3,1,1,0,5,9.20459016393443,"0","2","3","4","3","3","3"
"655","655",26,"0","Travel_Rarely","Human Resources",9,"3","Life Sciences","Male","2","Research Scientist","Single",68110,2,11,"1",8,4,8,2,2,4,8.68791836734694,"0","2","3","4","2","3","3"
"656","656",45,"1","Travel_Rarely","Human Resources",12,"3","Human Resources","Male","2","Laboratory Technician","Single",43060,3,11,"2",26,3,24,1,11,18,9.87896103896104,"0","2","1","2","3","3","3"
"657","657",55,"0","Non-Travel","Research & Development",27,"3","Life Sciences","Female","2","Manager","Divorced",48590,2,24,"1",34,3,33,15,0,9,9.62270833333333,"0","2","4","2","3","4","4"
"658","658",21,"1","Travel_Frequently","Research & Development",20,"2","Medical","Female","4","Research Scientist","Single",53370,2,14,"1",2,2,2,2,2,8,7.59460580912863,"0","0","1","3","1","3","3"
"659","659",46,"0","Travel_Rarely","Research & Development",1,"4","Life Sciences","Male","1","Manufacturing Director","Married",23400,3,13,"1",26,2,11,0,8,11,6.90071428571429,"1","0","4","2","3","1","3"
"660","660",34,"0","Travel_Rarely","Sales",13,"4","Medical","Male","3","Sales Representative","Single",74910,1,14,"1",4,3,3,0,2,9,8.91875,"0","2","3","1","3","2","3"
"661","661",51,"0","Travel_Frequently","Research & Development",14,"3","Life Sciences","Male","2","Research Director","Divorced",105270,5,14,"0",31,3,29,11,10,3,10.9863821138211,"0","2","4","2","2","3","3"
"662","662",59,"0","Travel_Rarely","Research & Development",4,"2","Life Sciences","Male","2","Research Scientist","Single",165950,7,21,"1",25,2,9,5,4,15,6.59213675213675,"2","0","4","4","2","3","4"
"663","663",34,"0","Travel_Frequently","Sales",14,"4","Medical","Female","3","Research Scientist","Divorced",88340,5,13,"1",15,1,11,5,10,9,6.795875,"1","0","3","2","4","3","3"
"664","664",28,"0","Travel_Frequently","Research & Development",2,"3","Other","Female","1","Manager","Single",55770,1,19,"0",5,3,4,0,2,19,10.374347826087,"0","2","4","3","2","3","3"
"665","665",44,"0","Travel_Rarely","Research & Development",3,"4","Life Sciences","Male","2","Research Scientist","Divorced",47070,2,17,"0",26,4,25,14,13,14,7.80859574468085,"0","0","3","1","2","1","3"
"666","666",34,"0","Travel_Frequently","Sales",1,"3","Life Sciences","Male","2","Sales Executive","Married",24000,5,18,"1",14,3,10,1,8,14,7.49668085106383,"0","0","3","2","4","3","3"
"667","667",35,"0","Travel_Rarely","Research & Development",9,"3","Life Sciences","Male","4","Healthcare Representative","Married",98240,1,19,"0",4,2,3,2,2,3,10.4819512195122,"0","2","3","3","3","3","3"
"668","668",42,"0","Travel_Rarely","Research & Development",23,"4","Life Sciences","Female","1","Manager","Married",64470,7,13,"0",18,3,1,0,0,15,9.42162393162393,"0","2","2","2","3","3","3"
"669","669",43,"0","Travel_Rarely","Research & Development",7,"2","Medical","Female","1","Laboratory Technician","Single",195020,4,18,"2",23,3,21,15,17,18,6.41294372294372,"2","0","4","4","4","4","3"
"670","670",36,"0","Travel_Rarely","Research & Development",2,"4","Medical","Male","1","Healthcare Representative","Single",27250,10,21,"1",18,4,16,5,12,2,10.6083805668016,"0","2","3","2","3","2","4"
"671","671",44,"1","Travel_Rarely","Research & Development",21,"4","Life Sciences","Female","2","Laboratory Technician","Married",62720,2,19,"1",10,3,10,0,5,12,5.98105485232067,"2","0","1","4","3","3","3"
"672","672",28,"0","Travel_Frequently","Research & Development",2,"3","Life Sciences","Female","2","Sales Representative","Married",21270,2,14,"0",2,3,2,2,2,17,9.70961206896552,"0","2","4","4","3","3","3"
"673","673",51,"0","Travel_Frequently","Sales",21,"4","Medical","Male","2","Research Scientist","Single",182000,1,17,"0",8,3,7,7,7,20,6.98807860262009,"1","0","2","3","2","3","3"
"674","674",30,"0","Non-Travel","Research & Development",2,"4","Other","Male","1","Research Scientist","Single",20960,8,11,"3",10,2,8,1,7,5,9.51397540983607,"0","2","3","3","3","3","3"
"675","675",29,"1","Travel_Rarely","Research & Development",29,"4","Technical Degree","Female","1","Sales Representative","Divorced",28860,4,13,"0",10,4,7,7,7,15,8.40679487179487,"0","0","2","3","3","3","3"
"676","676",28,"0","Travel_Rarely","Sales",1,"4","Life Sciences","Female","2","Sales Representative","Single",20330,3,15,"1",5,5,3,1,2,16,6.79948497854077,"1","0","4","1","2","3","3"
"677","677",25,"0","Travel_Rarely","Research & Development",18,"2","Life Sciences","Male","1","Research Scientist","Single",36220,2,25,"0",2,0,2,2,1,17,7.98323275862069,"0","0","4","2","2","3","4"
"678","678",32,"0","Travel_Rarely","Research & Development",10,"4","Other","Female","1","Sales Executive","Married",42330,2,11,"0",10,5,10,0,8,22,6.80506607929515,"1","0","3","4","4","3","3"
"680","680",39,"0","Travel_Rarely","Sales",29,"1","Marketing","Female","1","Laboratory Technician","Divorced",54600,7,13,"2",21,3,19,15,2,5,8.39045081967213,"0","1","3","2","3","3","3"
"681","681",58,"0","Travel_Rarely","Research & Development",27,"3","Other","Male","2","Laboratory Technician","Divorced",21870,2,18,"1",2,1,2,2,2,21,6.03548245614035,"2","0","1","3","3","1","3"
"682","682",32,"1","Travel_Rarely","Research & Development",5,"3","Technical Degree","Female","1","Sales Executive","Married",96020,2,13,"1",10,3,10,1,1,11,6.49138655462185,"2","0","4","3","3","3","3"
"683","683",39,"1","Travel_Rarely","Research & Development",18,"2","Life Sciences","Male","2","Laboratory Technician","Single",28360,1,20,"0",6,3,5,0,3,7,7.72264462809917,"0","0","3","1","3","2","4"
"684","684",30,"0","Travel_Rarely","Sales",9,"1","Marketing","Male","4","Research Director","Married",40890,1,18,"0",10,2,9,6,7,12,6.22645569620253,"2","0","1","4","3","4","3"
"685","685",36,"0","Travel_Rarely","Sales",1,"3","Marketing","Male","2","Sales Executive","Married",166270,4,12,"0",10,5,7,1,7,9,6.72279166666667,"1","0","4","3","3","2","3"
"686","686",46,"0","Travel_Rarely","Sales",4,"3","Medical","Male","1","Research Scientist","Single",26190,7,12,"1",10,3,7,5,7,13,7.70809322033898,"0","0","4","1","4","2","3"
"687","687",28,"0","Non-Travel","Research & Development",1,"3","Medical","Male","5","Sales Executive","Married",56790,1,13,"0",10,2,9,7,5,12,8.0137552742616,"0","0","3","4","3","2","3"
"688","688",50,"0","Travel_Rarely","Research & Development",20,"2","Medical","Female","5","Laboratory Technician","Married",154020,5,21,"0",25,3,3,1,2,16,10.4047210300429,"0","2","4","1","3","2","4"
"689","689",40,"1","Travel_Rarely","Sales",8,"1","Other","Male","1","Laboratory Technician","Single",59850,3,13,"3",9,1,5,1,0,10,9.80133891213389,"0","2","4","2","3","2","3"
"690","690",52,"1","Travel_Rarely","Research & Development",3,"2","Technical Degree","Male","3","Laboratory Technician","Single",25790,10,19,"1",10,1,8,7,7,11,9.97474789915966,"0","2","2","2","2","3","3"
"691","691",30,"0","Travel_Rarely","Research & Development",6,"4","Medical","Female","1","Sales Executive","Married",30410,2,11,"1",9,2,9,0,8,5,10.4066803278689,"0","2","2","1","3","2","3"
"692","692",39,"0","Travel_Rarely","Research & Development",26,"1","Medical","Male","2","Healthcare Representative","Single",34470,1,14,"0",9,5,8,1,7,5,6.00594262295082,"2","0","1","3","3","3","3"
"693","693",31,"0","Non-Travel","Research & Development",1,"2","Medical","Male","1","Sales Executive","Divorced",195130,2,12,"1",10,1,10,9,6,19,10.0986956521739,"0","2","4","3","2","2","3"
"694","694",41,"0","Non-Travel","Sales",6,"3","Life Sciences","Female","1","Research Director","Single",27730,2,11,"0",19,3,19,11,9,17,7.8251724137931,"0","0","3","2","3","3","3"
"695","695",31,"1","Travel_Frequently","Research & Development",3,"1","Life Sciences","Male","1","Sales Executive","Single",71040,2,14,"1",3,3,3,2,2,14,9.07893617021277,"0","2","4","2","4","3","3"
"696","696",44,"1","Travel_Rarely","Sales",5,"3","Life Sciences","Male","1","Laboratory Technician","Married",63220,5,11,"1",10,2,3,1,2,20,5.98441048034934,"2","0","1","1","4","3","3"
"697","697",42,"0","Non-Travel","Research & Development",4,"3","Life Sciences","Male","2","Laboratory Technician","Married",20830,1,12,"2",21,3,20,2,10,10,9.68246861924686,"0","2","3","3","2","2","3"
